0.000000000000000000e+00,1.111862353354808658e-03,-1.131219083294692069e+02,8.472020048271108550e+00
3.333333333333333287e-02,1.518043015066982337e-03,-1.131218644945808052e+02,8.472229651701557174e+00
6.666666666666666574e-02,1.922971532068608021e-03,-1.131218071405142496e+02,8.472424560944251226e+00
1.000000000000000056e-01,2.326398855966750525e-03,-1.131217363131585643e+02,8.472604806270783939e+00
1.333333333333333315e-01,2.728075943446716962e-03,-1.131216520667042715e+02,8.472770426450896508e+00
1.666666666666666574e-01,3.127753760129404342e-03,-1.131215544636431360e+02,8.472921468751781759e+00
2.000000000000000111e-01,3.525183263599629847e-03,-1.131214435747681932e+02,8.473057988938681007e+00
2.333333333333333370e-01,3.920115401951917988e-03,-1.131213194791740619e+02,8.473180051274557201e+00
2.666666666666666630e-01,4.312301140663166166e-03,-1.131211822642569302e+02,8.473287728520620732e+00
2.999999999999999889e-01,4.701491439718098221e-03,-1.131210320257140154e+02,8.473381101935363091e+00
3.333333333333333148e-01,5.087437249295946075e-03,-1.131208688675441607e+02,8.473460261275395311e+00
3.666666666666666408e-01,5.469889528839644299e-03,-1.131206929020477219e+02,8.473525304795334279e+00
4.000000000000000222e-01,5.848599244826502286e-03,-1.131205042498262827e+02,8.473576339247419043e+00
4.333333333333333481e-01,6.223317346529811701e-03,-1.131203030397826694e+02,8.473613479881738186e+00
4.666666666666666741e-01,6.593794792246754355e-03,-1.131200894091215901e+02,8.473636850446485624e+00
5.000000000000000000e-01,6.959782545834515902e-03,-1.131198635033486681e+02,8.473646583187264270e+00
5.333333333333333259e-01,7.321031556051240188e-03,-1.131196254762712385e+02,8.473642818847967106e+00
5.666666666666666519e-01,7.677292789107780478e-03,-1.131193754899979780e+02,8.473625706670080859e+00
5.999999999999999778e-01,8.028317199606506763e-03,-1.131191137149388766e+02,8.473595404393055475e+00
6.333333333333333037e-01,8.373855742966897567e-03,-1.131188403298054368e+02,8.473552078254119380e+00
6.666666666666666297e-01,8.713659383072782164e-03,-1.131185555216104888e+02,8.473495902988407380e+00
6.999999999999999556e-01,9.047479071995207303e-03,-1.131182594856682613e+02,8.473427061828818552e+00
7.333333333333332815e-01,9.375065767764917748e-03,-1.131179524255944813e+02,8.473345746506215193e+00
7.666666666666666075e-01,9.696170434176911920e-03,-1.131176345533062886e+02,8.473252157249181238e+00
8.000000000000000444e-01,1.001054402300027325e-02,-1.131173060890219944e+02,8.473146502784292267e+00
8.333333333333333703e-01,1.031793749421083817e-02,-1.131169672612616210e+02,8.473029000335845495e+00
8.666666666666666963e-01,1.061810180770450703e-02,-1.131166183068463340e+02,8.472899875626072941e+00
9.000000000000000222e-01,1.091078791726652134e-02,-1.131162594708989104e+02,8.472759362875027733e+00
9.333333333333333481e-01,1.119574678014601150e-02,-1.131158910068434693e+02,8.472607704800655171e+00
9.666666666666666741e-01,1.147272936247390081e-02,-1.131155131764055710e+02,8.472445152618664821e+00
1.000000000000000000e+00,1.174148661644557751e-02,-1.131151262496118477e+02,8.472271966042601576e+00
1.033333333333333215e+00,1.200176949263997289e-02,-1.131147305047909128e+02,8.472088413283987762e+00
1.066666666666666652e+00,1.225332896598985491e-02,-1.131143262285723807e+02,8.471894771052138395e+00
1.100000000000000089e+00,1.249591597963118153e-02,-1.131139137158871932e+02,8.471691324554118552e+00
1.133333333333333304e+00,1.272928149352204122e-02,-1.131134932699681741e+02,8.471478367494970740e+00
1.166666666666666741e+00,1.295317647215910375e-02,-1.131130652023491052e+02,8.471256202077558584e+00
1.199999999999999956e+00,1.316735187148587900e-02,-1.131126298328653661e+02,8.471025139002581028e+00
1.233333333333333393e+00,1.337155864428397033e-02,-1.131121874896535218e+02,8.470785497468529712e+00
1.266666666666666607e+00,1.356554775100882529e-02,-1.131117385091520333e+02,8.470537605171930551e+00
1.300000000000000044e+00,1.374907015227578265e-02,-1.131112832361001779e+02,8.470281798306888987e+00
1.333333333333333259e+00,1.392187680449020158e-02,-1.131108220235390718e+02,8.470018421565587374e+00
1.366666666666666696e+00,1.408371866536306874e-02,-1.131103552328109032e+02,8.469747828137872858e+00
1.399999999999999911e+00,1.423434668430978607e-02,-1.131098832335596711e+02,8.469470379711697916e+00
1.433333333333333348e+00,1.437351184188529266e-02,-1.131094064037303610e+02,8.469186446472551921e+00
1.466666666666666563e+00,1.450096505669406198e-02,-1.131089251295695703e+02,8.468896407103944313e+00
1.500000000000000000e+00,1.461645737262704491e-02,-1.131084398056253661e+02,8.468600648787390384e+00
1.533333333333333215e+00,1.471973951162829433e-02,-1.131079508347470437e+02,8.468299567201871270e+00
1.566666666666666652e+00,1.481056309303952281e-02,-1.131074586280854106e+02,8.467993566524516069e+00
1.600000000000000089e+00,1.488867724052767016e-02,-1.131069636050926590e+02,8.467683059430331838e+00
1.633333333333333304e+00,1.495383796651594994e-02,-1.131064661935223938e+02,8.467368467091763051e+00
1.666666666666666741e+00,1.500578358016647039e-02,-1.131059668294296330e+02,8.467050219179657944e+00
1.699999999999999956e+00,1.504437032546768541e-02,-1.131054659564716474e+02,8.466728753163298649e+00
1.733333333333333393e+00,1.506974727274901400e-02,-1.131049640182169469e+02,8.466404506619671366e+00
1.766666666666666607e+00,1.508218142623363525e-02,-1.131044614504550481e+02,8.466077909543063384e+00
1.800000000000000044e+00,1.508192208786063651e-02,-1.131039586804965609e+02,8.465749383645633230e+00
1.833333333333333259e+00,1.506922544919576251e-02,-1.131034561271738283e+02,8.465419342357538568e+00
1.866666666666666696e+00,1.504434520278153352e-02,-1.131029542008403581e+02,8.465088190826509873e+00
1.899999999999999911e+00,1.500753593760784620e-02,-1.131024533033715471e+02,8.464756325918518343e+00
1.933333333333333348e+00,1.495905193594993486e-02,-1.131019538281638575e+02,8.464424136217335359e+00
1.966666666666666563e+00,1.489914757476285337e-02,-1.131014561601353137e+02,8.464092002024433015e+00
2.000000000000000000e+00,1.482807720300626485e-02,-1.131009606757256591e+02,8.463760295359751495e+00
2.033333333333333215e+00,1.474609518263391567e-02,-1.131004677428956597e+02,8.463429379960562216e+00
2.066666666666666430e+00,1.465345586145972226e-02,-1.130999777211279280e+02,8.463099611282178358e+00
2.100000000000000089e+00,1.455041360363116577e-02,-1.130994909614263975e+02,8.462771336498068564e+00
2.133333333333333304e+00,1.443722276232681928e-02,-1.130990078063164077e+02,8.462444894499402182e+00
2.166666666666666519e+00,1.431413769342527141e-02,-1.130985285898447898e+02,8.462120615895219800e+00
2.200000000000000178e+00,1.418141275141949001e-02,-1.130980536375798806e+02,8.461798823012504300e+00
2.233333333333333393e+00,1.403930229545660366e-02,-1.130975832666115082e+02,8.461479829896365601e+00
2.266666666666666607e+00,1.388806068145067955e-02,-1.130971177855508216e+02,8.461163942309458008e+00
2.299999999999999822e+00,1.372794226255358990e-02,-1.130966574945306036e+02,8.460851457732704972e+00
2.333333333333333481e+00,1.355920139839206402e-02,-1.130962026852049434e+02,8.460542665364531700e+00
2.366666666666666696e+00,1.338209244016395384e-02,-1.130957536407495070e+02,8.460237846121618333e+00
2.399999999999999911e+00,1.319686975191023716e-02,-1.130953106358614662e+02,8.459937272638573091e+00
2.433333333333333126e+00,1.300378768497978572e-02,-1.130948739367591429e+02,8.459641209267392270e+00
2.466666666666666785e+00,1.280310059009082298e-02,-1.130944438011827913e+02,8.459349912078724998e+00
2.500000000000000000e+00,1.259506283384226669e-02,-1.130940204783938441e+02,8.459063628860651107e+00
2.533333333333333215e+00,1.237992876830240965e-02,-1.130936042091750693e+02,8.458782599119164303e+00
2.566666666666666430e+00,1.215795274438491967e-02,-1.130931952258310531e+02,8.458507054078314269e+00
2.600000000000000089e+00,1.192938912413231238e-02,-1.130927937521876174e+02,8.458237216680021930e+00
2.633333333333333304e+00,1.169449226600781030e-02,-1.130924000035920614e+02,8.457973301584150505e+00
2.666666666666666519e+00,1.145351651653747985e-02,-1.130920141869131328e+02,8.457715515168320763e+00
2.700000000000000178e+00,1.120671624128100237e-02,-1.130916365005412416e+02,8.457464055528323144e+00
2.733333333333333393e+00,1.095434579137413017e-02,-1.130912671343879055e+02,8.457219112477535106e+00
2.766666666666666607e+00,1.069665952367240130e-02,-1.130909062698864744e+02,8.456980867547489567e+00
2.799999999999999822e+00,1.043391179847752946e-02,-1.130905540799913922e+02,8.456749493987462785e+00
2.833333333333333481e+00,1.016635696098333423e-02,-1.130902107291789349e+02,8.456525156764758577e+00
2.866666666666666696e+00,9.894249379742689476e-03,-1.130898763734466854e+02,8.456308012564651477e+00
2.899999999999999911e+00,9.617843408529213114e-03,-1.130895511603135049e+02,8.456098209790003040e+00
2.933333333333333126e+00,9.337393395112416131e-03,-1.130892352288199305e+02,8.455895888561858698e+00
2.966666666666666785e+00,9.053153703266756877e-03,-1.130889287095280338e+02,8.455701180719291443e+00
3.000000000000000000e+00,8.765378686295120444e-03,-1.130886317245211075e+02,8.455514209818861815e+00
3.033333333333333215e+00,8.474322703158069375e-03,-1.130883443874041347e+02,8.455335091135498971e+00
3.066666666666666430e+00,8.180240107247273643e-03,-1.130880668033032350e+02,8.455163931661505927e+00
3.100000000000000089e+00,7.883385252211981900e-03,-1.130877990688665022e+02,8.455000830107625376e+00
3.133333333333333304e+00,7.584012502421790154e-03,-1.130875412722630813e+02,8.454845876902300716e+00
3.166666666666666519e+00,7.282376205548505427e-03,-1.130872934931835374e+02,8.454699154191718691e+00
3.200000000000000178e+00,6.978730720641480346e-03,-1.130870558028403110e+02,8.454560735840320973e+00
3.233333333333333393e+00,6.673330404627376630e-03,-1.130868282639669644e+02,8.454430687430050995e+00
3.266666666666666607e+00,6.366429615258806414e-03,-1.130866109308186083e+02,8.454309066261078698e+00
3.299999999999999822e+00,6.058282705554422082e-03,-1.130864038491717309e+02,8.454195921351317367e+00
3.333333333333333481e+00,5.749144030708918350e-03,-1.130862070563244970e+02,8.454091293436665211e+00
3.366666666666666696e+00,5.439267951192751534e-03,-1.130860205810964061e+02,8.453995214970905892e+00
3.399999999999999911e+00,5.128908821303562217e-03,-1.130858444438283072e+02,8.453907710125651676e+00
3.433333333333333126e+00,4.818320995658710928e-03,-1.130856786563827256e+02,8.453828794790599233e+00
3.466666666666666785e+00,4.507758829719321625e-03,-1.130855232221435074e+02,8.453758476573174363e+00
3.500000000000000000e+00,4.197476683778234886e-03,-1.130853781360160752e+02,8.453696754798830426e+00
3.533333333333333215e+00,3.887728912141953999e-03,-1.130852433844270877e+02,8.453643620510849388e+00
3.566666666666666430e+00,3.578769865857370485e-03,-1.130851189453249930e+02,8.453599056470427087e+00
3.600000000000000089e+00,3.270853907357812798e-03,-1.130850047881794751e+02,8.453563037156687443e+00
3.633333333333333304e+00,2.964235395186417404e-03,-1.130849008739817521e+02,8.453535528766781937e+00
3.666666666666666519e+00,2.659168676908410349e-03,-1.130848071552443201e+02,8.453516489215463281e+00
3.699999999999999734e+00,2.355908111377761922e-03,-1.130847235760015934e+02,8.453505868135767543e+00
3.733333333333333393e+00,2.054708059322510588e-03,-1.130846500718089942e+02,8.453503606878445709e+00
3.766666666666666607e+00,1.755822872766547166e-03,-1.130845865697435642e+02,8.453509638511992108e+00
3.799999999999999822e+00,1.459506911594133901e-03,-1.130845329884038506e+02,8.453523887823113370e+00
3.833333333333333481e+00,1.166014525182388836e-03,-1.130844892379097786e+02,8.453546271316216831e+00
3.866666666666666696e+00,8.756000720122597948e-04,-1.130844552199029067e+02,8.453576697213652125e+00
3.899999999999999911e+00,5.885179155118431919e-04,-1.130844308275461003e+02,8.453615065455924338e+00
3.933333333333333126e+00,3.050224032818979014e-04,-1.130844159455236309e+02,8.453661267701026105e+00
3.966666666666666785e+00,2.536789395435269830e-05,-1.130844104500413749e+02,8.453715187325119729e+00
4.000000000000000000e+00,-2.501912561392323595e-04,-1.130844142088267006e+02,8.453776699422238750e+00
4.033333333333333215e+00,-5.214006890685847322e-04,-1.130844270811282684e+02,8.453845670804330581e+00
4.066666666666666430e+00,-7.880060515752481450e-04,-1.130844489177163013e+02,8.453921960001213876e+00
4.099999999999999645e+00,-1.049752987682943612e-03,-1.130844795608825422e+02,8.454005417260564315e+00
4.133333333333332860e+00,-1.306387137205424105e-03,-1.130845188444400549e+02,8.454095884548042505e+00
4.166666666666666963e+00,-1.557654148367505027e-03,-1.130845665937234799e+02,8.454193195547293982e+00
4.200000000000000178e+00,-1.803299661968799832e-03,-1.130846226255888638e+02,8.454297175659664987e+00
4.233333333333333393e+00,-2.043069326171938638e-03,-1.130846867484137306e+02,8.454407642004571954e+00
4.266666666666666607e+00,-2.276708779529465834e-03,-1.130847587620971666e+02,8.454524403419373613e+00
4.299999999999999822e+00,-2.503963668321071770e-03,-1.130848384580594228e+02,8.454647260459015712e+00
4.333333333333333037e+00,-2.724579638702095963e-03,-1.130849256192426253e+02,8.454776005396883676e+00
4.366666666666666252e+00,-2.938302330441890271e-03,-1.130850200201100364e+02,8.454910422223722577e+00
4.400000000000000355e+00,-3.144877388923099371e-03,-1.130851214266465234e+02,8.455050286648546631e+00
4.433333333333333570e+00,-3.344050460665206389e-03,-1.130852295963583174e+02,8.455195366098198662e+00
4.466666666666666785e+00,-3.535567185810607228e-03,-1.130853442782733822e+02,8.455345419717335886e+00
4.500000000000000000e+00,-3.719173209013616841e-03,-1.130854652129406901e+02,8.455500198368600451e+00
4.533333333333333215e+00,-3.894614177406552791e-03,-1.130855921324311311e+02,8.455659444632576793e+00
4.566666666666666430e+00,-4.061635728529453850e-03,-1.130857247603367597e+02,8.455822892807635327e+00
4.599999999999999645e+00,-4.219983513040744504e-03,-1.130858628117711930e+02,8.455990268910060337e+00
4.633333333333332860e+00,-4.369403171722281362e-03,-1.130860059933695680e+02,8.456161290674248932e+00
4.666666666666666963e+00,-4.509640346004319469e-03,-1.130861540032883710e+02,8.456335667552341562e+00
4.700000000000000178e+00,-4.640440684626783233e-03,-1.130863065312055653e+02,8.456513100714293074e+00
4.733333333333333393e+00,-4.761549829179773791e-03,-1.130864632583207481e+02,8.456693283048227983e+00
4.766666666666666607e+00,-4.872713423536030770e-03,-1.130866238573547378e+02,8.456875899159928878e+00
4.799999999999999822e+00,-4.973677109614289132e-03,-1.130867879925499864e+02,8.457060625373234330e+00
4.833333333333333037e+00,-5.064186534857740597e-03,-1.130869553196702526e+02,8.457247129729754676e+00
4.866666666666666252e+00,-5.143987341869033988e-03,-1.130871254860009998e+02,8.457435071989284125e+00
4.900000000000000355e+00,-5.212825172655739456e-03,-1.130872981303488842e+02,8.457624103629161283e+00
4.933333333333333570e+00,-5.270445673781749482e-03,-1.130874728830421958e+02,8.457813867844837574e+00
4.966666666666666785e+00,-5.316594485851313182e-03,-1.130876493659305879e+02,8.458003999549649876e+00
